,home_id,away_id,venue_id,event_timestamp_cst
132,99,109,86,2023-04-09 12:40:00
133,120,110,107,2023-04-09 01:10:00
134,95,97,82,2023-04-09 01:10:00
135,123,105,110,2023-04-09 01:20:00
136,102,111,89,2023-04-09 02:10:00
137,113,108,100,2023-04-09 03:05:00
138,96,118,83,2023-04-09 03:07:00
139,98,103,85,2023-04-09 03:10:00
140,122,115,109,2023-04-09 06:10:00
141,120,107,107,2023-04-10 01:10:00
142,117,124,104,2023-04-10 05:10:00
143,114,112,101,2023-04-10 05:35:00
144,116,110,103,2023-04-10 05:35:00
145,121,104,108,2023-04-10 05:40:00
146,100,109,87,2023-04-10 05:40:00
147,99,115,86,2023-04-10 06:10:00
148,122,106,109,2023-04-10 06:20:00
149,123,119,110,2023-04-10 06:40:00
150,105,108,92,2023-04-11 07:05:00
151,102,97,89,2023-04-11 07:40:00
152,96,111,83,2023-04-11 08:38:00
153,98,95,85,2023-04-11 08:40:00
154,113,103,100,2023-04-11 08:45:00
155,117,124,104,2023-04-11 05:10:00
156,114,112,101,2023-04-11 05:35:00
157,116,110,103,2023-04-11 05:35:00
158,121,104,108,2023-04-11 05:40:00
159,100,109,87,2023-04-11 05:40:00
160,118,101,105,2023-04-11 06:07:00
161,99,115,86,2023-04-11 06:10:00
162,122,106,109,2023-04-11 06:20:00
163,123,119,110,2023-04-11 06:40:00
164,120,107,107,2023-04-11 06:40:00
165,105,108,92,2023-04-12 07:05:00
166,102,97,89,2023-04-12 07:40:00
167,96,111,83,2023-04-12 08:38:00
168,98,95,85,2023-04-12 08:40:00
169,113,103,100,2023-04-12 08:45:00
170,116,110,103,2023-04-12 11:35:00
171,99,115,86,2023-04-12 12:10:00
172,120,107,107,2023-04-12 12:10:00
173,117,124,104,2023-04-12 12:10:00
174,123,119,110,2023-04-12 01:20:00
175,102,97,89,2023-04-12 02:10:00
176,98,95,85,2023-04-12 02:40:00
177,100,109,87,2023-04-12 03:05:00
178,96,111,83,2023-04-12 03:07:00
179,114,112,101,2023-04-12 05:35:00
180,121,104,108,2023-04-12 05:40:00
181,118,101,105,2023-04-12 06:07:00
182,122,106,109,2023-04-12 06:20:00
183,105,108,92,2023-04-13 07:05:00
184,113,103,100,2023-04-13 08:45:00
185,114,112,101,2023-04-13 12:05:00
186,121,104,108,2023-04-13 12:10:00
187,106,100,93,2023-04-13 05:40:00
188,124,120,111,2023-04-13 06:05:00
189,118,101,105,2023-04-13 06:07:00
190,97,116,84,2023-04-13 06:45:00
191,115,95,102,2023-04-14 08:40:00
192,101,113,88,2023-04-14 05:40:00
193,106,100,93,2023-04-14 05:40:00
194,109,98,96,2023-04-14 05:40:00
195,111,117,98,2023-04-14 06:05:00
196,124,120,111,2023-04-14 06:05:00
197,118,121,105,2023-04-14 06:07:00
198,104,96,91,2023-04-14 06:10:00
199,107,114,94,2023-04-14 06:10:00
200,110,105,97,2023-04-15 07:10:00
201,108,122,95,2023-04-15 07:10:00
202,97,116,84,2023-04-15 07:15:00
203,112,99,99,2023-04-15 08:40:00
204,115,95,102,2023-04-15 08:40:00
205,103,123,90,2023-04-15 09:10:00
206,119,102,106,2023-04-15 09:10:00
207,124,120,111,2023-04-15 12:05:00
208,101,113,88,2023-04-15 12:10:00
209,107,114,94,2023-04-15 01:10:00
210,97,116,84,2023-04-15 01:15:00
211,118,121,105,2023-04-15 02:07:00
212,111,117,98,2023-04-15 03:05:00
213,115,95,102,2023-04-15 03:05:00
214,112,99,99,2023-04-15 03:07:00
215,104,96,91,2023-04-15 03:10:00
216,106,100,93,2023-04-15 03:10:00
217,108,122,95,2023-04-15 03:10:00
218,109,98,96,2023-04-15 03:10:00
219,110,105,97,2023-04-15 06:10:00
220,103,123,90,2023-04-16 08:10:00
221,119,102,106,2023-04-16 08:40:00
222,104,96,91,2023-04-16 12:35:00
223,111,117,98,2023-04-16 12:35:00
224,124,120,111,2023-04-16 12:35:00
225,118,121,105,2023-04-16 12:37:00
226,106,100,93,2023-04-16 12:40:00
227,109,98,96,2023-04-16 12:40:00
228,108,122,95,2023-04-16 01:10:00
229,107,114,94,2023-04-16 01:10:00
230,97,116,84,2023-04-16 01:15:00
231,112,99,99,2023-04-16 03:07:00
232,103,123,90,2023-04-16 03:10:00
233,119,102,106,2023-04-16 03:10:00
234,115,95,102,2023-04-16 03:10:00
235,110,105,97,2023-04-16 06:10:00
236,104,96,91,2023-04-17 10:10:00
237,106,121,93,2023-04-17 05:40:00
238,109,113,96,2023-04-17 05:40:00
239,108,105,95,2023-04-17 06:40:00
240,97,98,84,2023-04-17 06:45:00
241,110,118,97,2023-04-18 07:10:00
242,102,116,89,2023-04-18 07:40:00
243,112,123,99,2023-04-18 08:40:00
244,115,122,102,2023-04-18 08:40:00
245,119,95,106,2023-04-18 08:40:00
246,103,99,90,2023-04-18 09:10:00
247,101,117,88,2023-04-18 12:10:00
248,101,117,88,2023-04-18 12:15:00
249,107,100,94,2023-04-18 03:10:00
250,107,100,94,2023-04-18 03:15:00
251,106,121,93,2023-04-18 05:40:00
252,109,113,96,2023-04-18 05:40:00
253,111,114,98,2023-04-18 06:05:00
254,124,96,111,2023-04-18 06:05:00
255,104,120,91,2023-04-18 06:10:00
256,108,105,95,2023-04-18 06:40:00
257,97,98,84,2023-04-18 06:45:00
258,110,118,97,2023-04-19 07:10:00
259,102,116,89,2023-04-19 07:40:00
260,112,123,99,2023-04-19 08:40:00
261,115,122,102,2023-04-19 08:40:00
262,119,95,106,2023-04-19 08:40:00
263,103,99,90,2023-04-19 09:10:00
264,106,121,93,2023-04-19 11:35:00
265,101,117,88,2023-04-19 12:10:00
266,109,113,96,2023-04-19 12:10:00
267,97,98,84,2023-04-19 12:15:00
268,108,105,95,2023-04-19 01:10:00
269,107,100,94,2023-04-19 01:10:00
270,103,99,90,2023-04-19 02:10:00
271,102,116,89,2023-04-19 02:10:00
272,112,123,99,2023-04-19 02:37:00
273,115,122,102,2023-04-19 03:10:00
274,119,95,106,2023-04-19 03:10:00
275,111,114,98,2023-04-19 06:05:00
276,124,96,111,2023-04-19 06:05:00
277,104,120,91,2023-04-19 06:10:00
278,110,118,97,2023-04-20 07:10:00
279,104,120,91,2023-04-20 12:35:00
280,124,96,111,2023-04-20 03:05:00
281,116,106,103,2023-04-20 05:35:00
282,100,102,87,2023-04-20 05:40:00
283,123,103,110,2023-04-20 06:40:00
284,98,115,85,2023-04-21 08:40:00
285,113,99,100,2023-04-21 08:45:00
286,123,103,110,2023-04-21 01:20:00
287,116,106,103,2023-04-21 05:35:00
288,121,107,108,2023-04-21 05:40:00
289,114,101,101,2023-04-21 06:05:00
290,100,102,87,2023-04-21 06:05:00
291,124,118,111,2023-04-21 06:05:00
292,122,110,109,2023-04-21 06:20:00
293,105,112,92,2023-04-22 07:05:00
294,120,111,107,2023-04-22 07:10:00
295,95,104,82,2023-04-22 07:10:00
296,96,108,83,2023-04-22 08:38:00
297,98,115,85,2023-04-22 08:40:00
298,119,97,106,2023-04-22 09:10:00
299,113,99,100,2023-04-22 09:15:00
300,124,118,111,2023-04-22 12:05:00
301,120,111,107,2023-04-22 01:10:00
302,123,103,110,2023-04-22 01:20:00
303,100,102,87,2023-04-22 02:05:00
304,117,109,104,2023-04-22 02:10:00
305,117,109,104,2023-04-22 02:15:00
306,113,99,100,2023-04-22 03:05:00
307,121,107,108,2023-04-22 03:05:00
308,116,106,103,2023-04-22 05:35:00
309,114,101,101,2023-04-22 06:05:00
310,105,112,92,2023-04-22 06:05:00
311,95,104,82,2023-04-22 06:10:00
312,122,110,109,2023-04-22 06:20:00
313,98,115,85,2023-04-23 07:10:00
314,96,108,83,2023-04-23 08:07:00
315,119,97,106,2023-04-23 08:40:00
316,100,102,87,2023-04-23 11:05:00
317,122,110,109,2023-04-23 12:35:00
318,114,101,101,2023-04-23 12:35:00
319,116,106,103,2023-04-23 12:35:00
320,124,118,111,2023-04-23 12:35:00
321,121,107,108,2023-04-23 12:40:00
322,117,109,104,2023-04-23 12:40:00
323,120,111,107,2023-04-23 01:10:00
324,95,104,82,2023-04-23 01:10:00
325,123,103,110,2023-04-23 01:20:00
326,105,112,92,2023-04-23 01:35:00
327,96,108,83,2023-04-23 03:07:00
328,98,115,85,2023-04-23 03:10:00
329,119,97,106,2023-04-23 03:10:00
330,113,99,100,2023-04-23 06:10:00
331,117,102,104,2023-04-24 05:10:00
332,114,104,101,2023-04-24 05:35:00
333,121,110,108,2023-04-24 05:40:00
334,106,105,93,2023-04-24 05:40:00
335,118,107,105,2023-04-24 06:07:00
336,122,109,109,2023-04-24 06:20:00
337,120,124,107,2023-04-24 06:40:00
338,95,101,82,2023-04-24 06:40:00
339,96,112,83,2023-04-25 08:38:00
340,98,108,85,2023-04-25 08:40:00
341,113,97,100,2023-04-25 08:45:00
342,117,102,104,2023-04-25 05:10:00
343,114,104,101,2023-04-25 05:35:00
344,116,103,103,2023-04-25 05:35:00
345,121,110,108,2023-04-25 05:40:00
346,106,105,93,2023-04-25 05:40:00
347,100,119,87,2023-04-25 05:40:00
348,118,107,105,2023-04-25 06:07:00
349,99,111,86,2023-04-25 06:10:00
350,122,109,109,2023-04-25 06:20:00
351,123,115,110,2023-04-25 06:40:00
352,120,124,107,2023-04-25 06:40:00
353,95,101,82,2023-04-25 06:40:00
354,96,112,83,2023-04-26 08:38:00
355,98,108,85,2023-04-26 08:40:00
356,113,97,100,2023-04-26 08:45:00
357,106,105,93,2023-04-26 11:35:00
358,114,104,101,2023-04-26 12:05:00
359,118,107,105,2023-04-26 12:07:00
360,117,102,104,2023-04-26 12:10:00
361,120,124,107,2023-04-26 12:10:00
362,95,101,82,2023-04-26 12:40:00
363,98,108,85,2023-04-26 02:40:00
364,116,103,103,2023-04-26 05:35:00
365,121,110,108,2023-04-26 05:40:00
366,100,119,87,2023-04-26 05:40:00
367,99,111,86,2023-04-26 06:10:00
368,122,109,109,2023-04-26 06:20:00
369,123,115,110,2023-04-26 06:40:00
370,96,112,83,2023-04-27 08:38:00
371,113,97,100,2023-04-27 08:45:00
372,122,109,109,2023-04-27 11:20:00
373,116,103,103,2023-04-27 11:35:00
374,100,119,87,2023-04-27 12:05:00
375,123,115,110,2023-04-27 01:20:00
376,113,97,100,2023-04-27 02:45:00
377,96,112,83,2023-04-27 03:07:00
378,101,114,88,2023-04-27 05:40:00
379,99,111,86,2023-04-27 06:10:00
380,107,121,94,2023-04-27 06:10:00
381,120,108,107,2023-04-27 06:40:00
382,105,124,92,2023-04-28 07:05:00
383,120,108,107,2023-04-28 03:10:00
384,109,123,96,2023-04-28 05:40:00
385,118,119,105,2023-04-28 06:07:00
386,104,117,91,2023-04-28 06:10:00
387,99,122,86,2023-04-28 06:10:00
388,107,121,94,2023-04-28 06:10:00
389,105,124,92,2023-04-29 07:05:00
390,110,100,97,2023-04-29 07:10:00
391,95,96,82,2023-04-29 07:10:00
392,102,98,89,2023-04-29 07:40:00
393,112,106,99,2023-04-29 08:40:00
394,103,97,90,2023-04-29 09:10:00
395,101,114,88,2023-04-29 11:10:00
396,111,116,98,2023-04-29 12:05:00
397,120,108,107,2023-04-29 01:10:00
398,118,119,105,2023-04-29 02:07:00
399,109,123,96,2023-04-29 03:05:00
400,112,106,99,2023-04-29 03:07:00
401,104,117,91,2023-04-29 03:10:00
402,101,114,88,2023-04-29 04:10:00
403,110,100,97,2023-04-29 04:10:00
404,111,116,98,2023-04-29 05:05:00
405,115,113,102,2023-04-29 05:05:00
406,105,124,92,2023-04-29 06:05:00
407,107,121,94,2023-04-29 06:10:00
408,95,96,82,2023-04-29 06:10:00
409,102,98,89,2023-04-30 07:10:00
410,103,97,90,2023-04-30 08:10:00
411,109,123,96,2023-04-30 11:05:00
412,104,117,91,2023-04-30 12:35:00
413,111,116,98,2023-04-30 12:35:00
414,118,119,105,2023-04-30 12:37:00
415,101,114,88,2023-04-30 12:40:00
416,120,108,107,2023-04-30 01:10:00
417,107,121,94,2023-04-30 01:10:00
418,95,96,82,2023-04-30 01:10:00
419,105,124,92,2023-04-30 01:35:00
420,102,98,89,2023-04-30 02:10:00
421,115,113,102,2023-04-30 03:05:00
422,112,106,99,2023-04-30 03:07:00
423,103,97,90,2023-04-30 03:10:00
424,110,100,97,2023-04-30 06:10:00
425,99,122,86,2023-05-01 12:10:00
426,99,122,86,2023-05-01 12:15:00
427,111,123,98,2023-05-01 06:05:00
428,124,117,111,2023-05-01 06:05:00
429,104,118,91,2023-05-01 06:10:00
430,110,113,97,2023-05-02 07:10:00
431,115,106,102,2023-05-02 08:40:00
432,103,100,90,2023-05-02 09:10:00
433,121,116,108,2023-05-02 05:40:00
434,109,122,96,2023-05-02 05:40:00
435,111,123,98,2023-05-02 06:05:00
436,124,117,111,2023-05-02 06:05:00
437,104,118,91,2023-05-02 06:10:00
438,107,120,94,2023-05-02 06:10:00
439,108,114,95,2023-05-02 06:40:00
440,97,96,84,2023-05-02 06:45:00
441,105,98,92,2023-05-03 07:05:00
442,110,113,97,2023-05-03 07:10:00
443,102,95,89,2023-05-03 07:40:00
444,115,106,102,2023-05-03 08:40:00
445,112,119,99,2023-05-03 08:40:00
446,103,100,90,2023-05-03 09:10:00
447,101,99,88,2023-05-03 12:40:00
448,105,98,92,2023-05-03 01:05:00
449,110,113,97,2023-05-03 01:10:00
450,115,106,102,2023-05-03 03:10:00
451,103,100,90,2023-05-03 03:10:00
452,101,99,88,2023-05-03 05:40:00
453,121,116,108,2023-05-03 05:40:00
454,109,122,96,2023-05-03 05:40:00
455,111,123,98,2023-05-03 06:05:00
456,124,117,111,2023-05-03 06:05:00
457,104,118,91,2023-05-03 06:10:00
458,107,120,94,2023-05-03 06:10:00
459,108,114,95,2023-05-03 06:40:00
460,97,96,84,2023-05-03 06:45:00
461,102,95,89,2023-05-04 07:40:00
462,112,119,99,2023-05-04 08:40:00
463,111,123,98,2023-05-04 12:05:00
464,101,99,88,2023-05-04 12:10:00
465,121,116,108,2023-05-04 12:10:00
466,97,96,84,2023-05-04 12:15:00
467,108,114,95,2023-05-04 01:10:00
468,107,120,94,2023-05-04 01:10:00
469,102,95,89,2023-05-04 02:10:00
470,112,119,99,2023-05-04 02:37:00
471,109,122,96,2023-05-04 03:10:00
472,104,118,91,2023-05-04 05:10:00
473,123,109,110,2023-05-05 01:20:00
474,116,118,103,2023-05-05 05:35:00
475,106,107,93,2023-05-05 05:40:00
476,121,124,108,2023-05-05 05:40:00
477,100,104,87,2023-05-05 06:05:00
478,99,102,86,2023-05-05 06:10:00
479,117,120,104,2023-05-05 06:10:00
480,122,114,109,2023-05-05 06:20:00
481,108,112,95,2023-05-06 07:10:00
482,97,101,84,2023-05-06 07:15:00
483,96,105,83,2023-05-06 08:38:00
484,98,111,85,2023-05-06 08:40:00
485,115,103,102,2023-05-06 08:40:00
486,119,110,106,2023-05-06 09:10:00
487,113,95,100,2023-05-06 09:15:00
488,97,101,84,2023-05-06 01:15:00
489,123,109,110,2023-05-06 01:20:00
490,99,102,86,2023-05-06 03:10:00
491,121,124,108,2023-05-06 03:10:00
492,117,120,104,2023-05-06 05:10:00
493,116,118,103,2023-05-06 05:35:00
494,106,107,93,2023-05-06 05:40:00
495,108,112,95,2023-05-06 06:10:00
496,100,104,87,2023-05-06 06:15:00
497,122,114,109,2023-05-06 06:15:00
498,113,95,100,2023-05-06 06:15:00
499,98,111,85,2023-05-07 07:10:00
500,115,103,102,2023-05-07 07:40:00
501,96,105,83,2023-05-07 08:07:00
502,119,110,106,2023-05-07 08:40:00
503,122,114,109,2023-05-07 10:35:00
504,116,118,103,2023-05-07 12:35:00
505,100,104,87,2023-05-07 12:35:00
506,99,102,86,2023-05-07 12:40:00
507,117,120,104,2023-05-07 12:40:00
508,121,124,108,2023-05-07 12:40:00
509,108,112,95,2023-05-07 01:10:00
510,97,101,84,2023-05-07 01:15:00
511,123,109,110,2023-05-07 01:20:00
512,113,95,100,2023-05-07 03:05:00
513,96,105,83,2023-05-07 03:07:00
514,98,111,85,2023-05-07 03:10:00
515,119,110,106,2023-05-07 03:10:00
516,106,107,93,2023-05-07 03:10:00
517,115,103,102,2023-05-07 06:10:00
518,117,101,104,2023-05-08 05:10:00
519,116,102,103,2023-05-08 05:35:00
520,114,121,101,2023-05-08 05:35:00
521,124,112,111,2023-05-08 06:05:00
522,123,97,110,2023-05-08 06:40:00
523,108,107,95,2023-05-08 06:40:00
524,95,103,82,2023-05-08 06:40:00
525,96,110,83,2023-05-09 08:38:00
526,119,105,106,2023-05-09 08:40:00
527,98,109,85,2023-05-09 08:40:00
528,113,111,100,2023-05-09 08:45:00
529,117,101,104,2023-05-09 05:10:00
530,116,102,103,2023-05-09 05:35:00
531,114,121,101,2023-05-09 05:35:00
532,106,99,93,2023-05-09 05:40:00
533,100,118,87,2023-05-09 05:40:00
534,124,112,111,2023-05-09 06:05:00
535,122,104,109,2023-05-09 06:20:00
536,123,97,110,2023-05-09 06:40:00
537,120,115,107,2023-05-09 06:40:00
538,108,107,95,2023-05-09 06:40:00
539,95,103,82,2023-05-09 06:40:00
540,96,110,83,2023-05-10 08:38:00
541,119,105,106,2023-05-10 08:40:00
542,98,109,85,2023-05-10 08:40:00
543,113,111,100,2023-05-10 08:45:00
544,116,102,103,2023-05-10 11:35:00
545,124,112,111,2023-05-10 11:35:00
546,117,101,104,2023-05-10 12:10:00
547,95,103,82,2023-05-10 12:40:00
548,119,105,106,2023-05-10 02:40:00
549,98,109,85,2023-05-10 02:40:00
550,113,111,100,2023-05-10 02:45:00
551,100,118,87,2023-05-10 03:05:00
552,96,110,83,2023-05-10 03:07:00
553,114,121,101,2023-05-10 05:35:00
554,106,99,93,2023-05-10 05:40:00
555,122,104,109,2023-05-10 06:20:00
556,123,97,110,2023-05-10 06:40:00
557,120,115,107,2023-05-10 06:40:00
558,108,107,95,2023-05-10 06:40:00
559,106,99,93,2023-05-11 11:35:00
560,120,115,107,2023-05-11 12:10:00
561,108,107,95,2023-05-11 01:10:00
562,124,121,111,2023-05-11 06:05:00
563,98,113,85,2023-05-12 08:40:00
564,112,105,99,2023-05-12 08:40:00
565,101,119,88,2023-05-12 05:40:00
566,109,106,96,2023-05-12 05:40:00
567,111,99,98,2023-05-12 06:05:00
568,114,116,101,2023-05-12 06:05:00
569,124,121,111,2023-05-12 06:05:00
570,118,122,105,2023-05-12 06:07:00
571,117,96,104,2023-05-12 06:10:00
572,104,97,91,2023-05-12 06:10:00
573,120,123,107,2023-05-13 07:10:00
574,107,110,94,2023-05-13 07:10:00
575,95,108,82,2023-05-13 07:10:00
576,102,100,89,2023-05-13 07:40:00
577,98,113,85,2023-05-13 08:40:00
578,112,105,99,2023-05-13 08:40:00
579,103,115,90,2023-05-13 09:10:00
580,124,121,111,2023-05-13 12:05:00
581,101,119,88,2023-05-13 12:10:00
582,109,106,96,2023-05-13 12:10:00
583,120,123,107,2023-05-13 01:10:00
584,118,122,105,2023-05-13 02:07:00
585,112,105,99,2023-05-13 03:07:00
586,104,97,91,2023-05-13 03:10:00
587,117,96,104,2023-05-13 05:10:00
588,114,116,101,2023-05-13 06:05:00
589,95,108,82,2023-05-13 06:10:00
590,103,115,90,2023-05-13 06:15:00
591,107,110,94,2023-05-13 06:15:00
592,98,113,85,2023-05-14 07:10:00
593,102,100,89,2023-05-14 07:10:00
594,117,96,104,2023-05-14 10:35:00
595,111,99,98,2023-05-14 11:35:00
596,114,116,101,2023-05-14 12:35:00
597,124,121,111,2023-05-14 12:35:00
598,118,122,105,2023-05-14 12:37:00
599,101,119,88,2023-05-14 12:40:00
600,109,106,96,2023-05-14 12:40:00
601,120,123,107,2023-05-14 01:10:00
602,107,110,94,2023-05-14 01:10:00
603,95,108,82,2023-05-14 01:10:00
604,102,100,89,2023-05-14 02:10:00
605,112,105,99,2023-05-14 03:07:00
606,103,115,90,2023-05-14 03:10:00
607,98,113,85,2023-05-14 03:10:00
608,111,99,98,2023-05-14 03:35:00
609,104,97,91,2023-05-14 06:10:00
610,111,99,98,2023-05-15 03:05:00
611,114,96,101,2023-05-15 05:35:00
612,118,124,105,2023-05-15 06:07:00
613,104,119,91,2023-05-15 06:10:00
614,97,95,84,2023-05-15 06:45:00
615,105,122,92,2023-05-16 07:05:00
616,110,123,97,2023-05-16 07:10:00
617,102,106,89,2023-05-16 07:40:00
618,112,98,99,2023-05-16 08:40:00
619,115,108,102,2023-05-16 08:40:00
620,113,100,100,2023-05-16 08:45:00
621,103,120,90,2023-05-16 09:10:00
622,114,96,101,2023-05-16 05:35:00
623,101,116,88,2023-05-16 05:40:00
624,109,111,96,2023-05-16 05:40:00
625,118,124,105,2023-05-16 06:07:00
626,104,119,91,2023-05-16 06:10:00
627,99,121,86,2023-05-16 06:10:00
628,97,95,84,2023-05-16 06:45:00
629,105,122,92,2023-05-17 07:05:00
630,110,123,97,2023-05-17 07:10:00
631,107,117,94,2023-05-17 07:10:00
632,102,106,89,2023-05-17 07:40:00
633,112,98,99,2023-05-17 08:40:00
634,115,108,102,2023-05-17 08:40:00
635,113,100,100,2023-05-17 08:45:00
636,103,120,90,2023-05-17 09:10:00
637,101,116,88,2023-05-17 12:10:00
638,102,106,89,2023-05-17 02:10:00
639,103,120,90,2023-05-17 02:10:00
640,112,98,99,2023-05-17 02:37:00
641,113,100,100,2023-05-17 02:45:00
642,115,108,102,2023-05-17 03:10:00
643,114,96,101,2023-05-17 05:35:00
644,109,111,96,2023-05-17 05:40:00
645,118,124,105,2023-05-17 06:07:00
646,104,119,91,2023-05-17 06:10:00
647,99,121,86,2023-05-17 06:10:00
648,97,95,84,2023-05-17 06:45:00
649,105,122,92,2023-05-18 07:05:00
650,110,123,97,2023-05-18 07:10:00
651,107,117,94,2023-05-18 07:10:00
652,114,96,101,2023-05-18 11:35:00
653,99,121,86,2023-05-18 12:10:00
654,109,111,96,2023-05-18 12:10:00
655,107,117,94,2023-05-18 01:10:00
656,118,124,105,2023-05-18 06:07:00
657,97,103,84,2023-05-18 06:45:00
658,116,98,103,2023-05-19 05:35:00
659,106,124,93,2023-05-19 05:40:00
660,121,95,108,2023-05-19 05:40:00
661,111,101,98,2023-05-19 06:05:00
662,100,123,87,2023-05-19 06:05:00
